,"Month,Date",Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in),Precipitation (in),Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,is_rainy
265,"09,23",75.0,66.5,75.4,14.1,29.9,0.0,,,,,,,,,,,,,,,,,,,False
266,"09,24",67.5,51.2,59.3,8.3,30.0,1.38,,,,,,,,,,,,,,,,,,,True
267,"09,25",69.7,51.1,52.8,4.8,30.0,0.0,,,,,,,,,,,,,,,,,,,False
268,"09,26",69.3,46.8,46.1,12.7,29.9,0.0,,,,,,,,,,,,,,,,,,,False
269,"09,27",72.9,46.5,39.5,12.9,29.9,0.0,,,,,,,,,,,,,,,,,,,False
270,"09,28",70.3,57.0,62.9,10.1,29.8,0.0,,,,,,,,,,,,,,,,,,,False
271,"09,29",63.7,42.6,47.1,10.4,29.9,0.1,,,,,,,,,,,,,,,,,,,True
272,"09,30",62.7,44.4,51.7,9.3,30.1,0.0,,,,,,,,,,,,,,,,,,,False
273,"10,01",62.1,42.7,50.3,7.6,30.2,0.0,,,,,,,,,,,,,,,,,,,False
274,"10,02",68.6,48.2,48.9,7.3,30.1,0.0,,,,,,,,,,,,,,,,,,,False
275,"10,03",71.9,56.8,60.9,5.6,29.9,0.0,,,,,,,,,,,,,,,,,,,False
276,"10,04",68.8,63.6,83.7,11.1,29.9,0.05,,,,,,,,,,,,,,,,,,,True
277,"10,05",63.0,56.1,78.3,8.6,30.2,0.06,,,,,,,,,,,,,,,,,,,True
278,"10,06",65.9,55.8,70.5,4.7,30.3,0.0,,,,,,,,,,,,,,,,,,,False
279,"10,07",69.0,58.8,71.0,3.9,30.2,0.0,,,,,,,,,,,,,,,,,,,False
280,"10,08",69.3,59.5,71.2,6.6,30.1,0.0,,,,,,,,,,,,,,,,,,,False
281,"10,09",65.1,55.4,71.0,13.9,30.2,0.0,,,,,,,,,,,,,,,,,,,False
282,"10,10",65.2,59.2,80.9,17.3,30.1,0.0,,,,,,,,,,,,,,,,,,,False
283,"10,11",67.5,57.3,70.2,13.8,30.1,0.11,,,,,,,,,,,,,,,,,,,True
284,"10,12",66.2,57.5,73.6,6.7,30.1,0.0,,,,,,,,,,,,,,,,,,,False
285,"10,13",67.9,59.4,74.3,4.0,30.0,0.0,,,,,,,,,,,,,,,,,,,False
286,"10,14",71.3,58.3,64.8,7.1,29.9,0.0,,,,,,,,,,,,,,,,,,,False
287,"10,15",72.6,58.7,62.9,4.7,29.9,0.0,,,,,,,,,,,,,,,,,,,False
288,"10,16",70.0,59.0,68.2,13.3,29.7,0.0,,,,,,,,,,,,,,,,,,,False
289,"10,17",59.3,44.3,58.4,15.0,29.8,0.16,,,,,,,,,,,,,,,,,,,True
290,"10,18",55.5,39.0,54.3,15.0,29.8,0.01,,,,,,,,,,,,,,,,,,,True
291,"10,19",59.3,37.5,46.1,13.5,29.9,0.0,,,,,,,,,,,,,,,,,,,False
292,"10,20",69.1,44.3,41.8,10.9,30.0,0.0,,,,,,,,,,,,,,,,,,,False
293,"10,21",69.2,50.0,51.7,9.0,29.9,0.0,,,,,,,,,,,,,,,,,,,False
294,"10,22",66.7,49.8,55.2,10.2,29.8,0.0,,,,,,,,,,,,,,,,,,,False
295,"10,23",56.6,41.5,57.1,8.1,29.9,0.0,,,,,,,,,,,,,,,,,,,False
296,"10,24",56.0,40.4,56.6,7.1,30.1,0.0,,,,,,,,,,,,,,,,,,,False
297,"10,25",66.5,59.5,78.6,7.4,29.9,0.05,,,,,,,,,,,,,,,,,,,True
298,"10,26",61.0,56.4,85.2,17.0,29.5,1.74,,,,,,,,,,,,,,,,,,,True
299,"10,27",58.4,47.7,68.5,16.4,29.6,1.26,,,,,,,,,,,,,,,,,,,True
300,"10,28",54.8,41.6,61.2,9.8,29.9,0.0,,,,,,,,,,,,,,,,,,,False
301,"10,29",54.4,43.5,66.9,17.1,29.8,0.0,,,,,,,,,,,,,,,,,,,False
302,"10,30",59.8,53.2,79.6,13.2,29.6,0.48,,,,,,,,,,,,,,,,,,,True
303,"10,31",61.0,51.1,71.3,9.8,29.6,0.08,,,,,,,,,,,,,,,,,,,True
304,"11,01",58.4,37.7,47.4,12.7,30.0,0.0,,,,,,,,,,,,,,,,,,,False
305,"11,02",52.9,31.9,45.1,7.5,30.2,0.0,,,,,,,,,,,,,,,,,,,False
306,"11,03",49.0,30.2,49.3,11.2,30.2,0.0,,,,,,,,,,,,,,,,,,,False
307,"11,04",47.4,25.4,43.6,7.2,30.3,0.0,,,,,,,,,,,,,,,,,,,False
308,"11,05",48.0,26.2,43.5,8.3,30.3,0.0,,,,,,,,,,,,,,,,,,,False
309,"11,06",48.8,29.2,47.6,5.5,30.4,0.0,,,,,,,,,,,,,,,,,,,False
310,"11,07",50.0,32.0,51.7,4.3,30.2,0.0,,,,,,,,,,,,,,,,,,,False
311,"11,08",56.3,36.0,46.8,6.6,30.1,0.0,,,,,,,,,,,,,,,,,,,False
312,"11,09",60.7,43.2,54.3,3.1,30.1,0.0,,,,,,,,,,,,,,,,,,,False
313,"11,10",60.7,40.3,49.2,8.1,30.0,0.0,,,,,,,,,,,,,,,,,,,False
314,"11,11",54.8,40.1,58.6,8.4,30.3,0.0,,,,,,,,,,,,,,,,,,,False
315,"11,12",63.6,53.3,71.2,15.4,29.9,0.0,,,,,,,,,,,,,,,,,,,False
316,"11,13",52.6,38.7,60.1,14.2,29.8,0.35,,,,,,,,,,,,,,,,,,,True
317,"11,14",45.3,29.3,53.8,11.1,29.9,0.23,,,,,,,,,,,,,,,,,,,True
318,"11,15",45.4,32.3,60.8,12.9,29.8,0.01,,,,,,,,,,,,,,,,,,,True
319,"11,16",45.2,25.4,47.2,12.8,30.1,0.01,,,,,,,,,,,,,,,,,,,True
320,"11,17",50.3,34.4,55.5,7.3,30.2,0.0,,,,,,,,,,,,,,,,,,,False
321,"11,18",60.3,48.2,65.6,9.2,30.0,0.0,,,,,,,,,,,,,,,,,,,False
322,"11,19",46.6,27.8,49.2,16.7,30.2,0.08,,,,,,,,,,,,,,,,,,,True
323,"11,20",43.7,24.7,48.0,7.6,30.5,0.0,,,,,,,,,,,,,,,,,,,False
324,"11,21",51.0,36.5,58.8,8.4,30.2,0.0,,,,,,,,,,,,,,,,,,,False
325,"11,22",50.1,37.4,62.9,12.8,29.9,0.03,,,,,,,,,,,,,,,,,,,True
326,"11,23",38.6,19.2,46.2,16.9,30.0,0.01,,,,,,,,,,,,,,,,,,,True
327,"11,24",39.6,18.7,44.3,12.8,30.3,0.0,,,,,,,,,,,,,,,,,,,False
328,"11,25",48.9,22.9,37.1,6.2,30.0,0.0,,,,,,,,,,,,,,,,,,,False
329,"11,26",46.1,32.7,60.9,15.1,29.6,0.05,,,,,,,,,,,,,,,,,,,True
330,"11,27",38.7,20.4,48.3,18.9,29.8,0.03,,,,,,,,,,,,,,,,,,,True
331,"11,28",37.7,26.3,64.1,4.9,29.9,0.0,,,,,,,,,,,,,,,,,,,False
332,"11,29",40.7,26.3,56.6,13.0,29.9,0.0,,,,,,,,,,,,,,,,,,,False
333,"11,30",38.4,22.8,53.7,9.8,30.0,0.01,,,,,,,,,,,,,,,,,,,True
334,"12,01",46.5,24.8,43.0,10.3,30.1,0.0,,,,,,,,,,,,,,,,,,,False
335,"12,02",54.2,41.0,62.1,10.9,29.8,0.04,,,,,,,,,,,,,,,,,,,True
336,"12,03",46.0,24.5,43.4,17.9,29.9,0.0,,,,,,,,,,,,,,,,,,,False
337,"12,04",43.3,24.9,48.7,6.7,30.1,0.0,,,,,,,,,,,,,,,,,,,False
338,"12,05",45.5,21.6,39.6,7.7,30.3,0.0,,,,,,,,,,,,,,,,,,,False
339,"12,06",53.6,47.6,80.7,12.5,29.8,0.33,,,,,,,,,,,,,,,,,,,True
340,"12,07",41.8,19.3,40.7,12.3,30.1,0.11,,,,,,,,,,,,,,,,,,,True
341,"12,08",39.6,27.9,63.5,8.9,30.0,0.0,,,,,,,,,,,,,,,,,,,False
342,"12,09",37.0,20.6,52.8,12.0,30.1,0.04,,,,,,,,,,,,,,,,,,,True
343,"12,10",45.4,28.3,51.6,6.8,30.1,0.0,,,,,,,,,,,,,,,,,,,False
344,"12,11",52.7,47.7,83.3,8.2,29.8,0.1,,,,,,,,,,,,,,,,,,,True
345,"12,12",48.5,22.5,36.7,17.5,30.0,0.04,,,,,,,,,,,,,,,,,,,True
346,"12,13",47.8,17.3,30.2,11.7,30.2,0.0,,,,,,,,,,,,,,,,,,,False
347,"12,14",49.6,20.4,32.5,10.3,30.4,0.0,,,,,,,,,,,,,,,,,,,False
348,"12,15",47.5,32.8,57.3,7.8,30.5,0.0,,,,,,,,,,,,,,,,,,,False
349,"12,16",58.2,43.5,60.2,10.9,30.1,0.0,,,,,,,,,,,,,,,,,,,False
350,"12,17",58.1,27.2,33.8,12.6,30.0,0.0,,,,,,,,,,,,,,,,,,,False
351,"12,18",44.0,34.1,71.3,7.5,30.0,0.01,,,,,,,,,,,,,,,,,,,True
352,"12,19",41.5,31.4,69.2,13.6,29.9,0.09,,,,,,,,,,,,,,,,,,,True
353,"12,20",32.6,14.5,48.4,9.1,30.3,0.0,,,,,,,,,,,,,,,,,,,False
354,"12,21",38.1,21.8,52.0,6.5,30.1,0.0,,,,,,,,,,,,,,,,,,,False
355,"12,22",42.1,30.8,66.7,13.2,29.6,0.16,,,,,,,,,,,,,,,,,,,True
356,"12,23",34.8,15.7,46.1,14.4,30.1,0.0,,,,,,,,,,,,,,,,,,,False
357,"12,24",34.9,26.3,72.1,8.6,30.1,0.02,,,,,,,,,,,,,,,,,,,True
358,"12,25",41.4,36.3,82.6,5.6,29.6,0.05,,,,,,,,,,,,,,,,,,,True
359,"12,26",47.1,32.2,57.0,18.6,29.8,0.11,,,,,,,,,,,,,,,,,,,True
360,"12,27",37.6,23.9,58.3,8.7,30.0,0.0,,,,,,,,,,,,,,,,,,,False
361,"12,28",42.0,33.4,73.2,6.2,29.8,0.08,,,,,,,,,,,,,,,,,,,True
362,"12,29",42.7,37.9,83.0,8.4,29.9,0.21,,,,,,,,,,,,,,,,,,,True
363,"12,30",45.5,41.4,85.5,5.4,29.9,0.05,,,,,,,,,,,,,,,,,,,True
364,"12,31",50.8,45.2,81.5,6.8,29.9,0.0,,,,,,,,,,,,,,,,,,,False
